6603d019-cf11-4464-af83-d73a6114d7d9,8a1eb4a2-9b78-44bf-bb1e-2556e0dab34c,4334
4d871fb3-f0e1-4dc9-8415-2546e8723250,9303996d-4078-4c79-80db-6a3eaa36104a,229595
7fba12e8-f336-4a99-a479-dbcb1fc058b8,f52dd1ff-6bbf-4473-8f2f-718db4a10f87,165421
07f047c6-eec0-4f71-98d8-0b06fac54ea9,0e73205f-4f6a-4208-ad93-9e5206df13c7,422533
47cd9c20-4d9e-4b8a-813b-7cf5ccc918cd,095d08c2-5199-4d31-a548-12b5955c61a1,42753
d9dbc87f-1fec-4d78-bf2b-ec41887dfd44,98eab8e7-ae72-4457-9ea0-742b7ae8093d,295021
a8fe04d7-c6e9-4857-be39-37559d653f33,78fd87d1-526d-4b18-8de8-c4c281977037,100958
51d7b18f-7c8c-4230-a198-36ad0e73f79d,7cc6cfa4-c1e9-494a-986b-bbf607bc5550,230279
a90a0979-3d6a-4c77-b2ce-81ba1f5311a5,d1f46208-0958-4793-bf89-39afc8da5c85,156887
07f047c6-eec0-4f71-98d8-0b06fac54ea9,a730d385-0f71-42a3-8b8c-b4195bfa8f1f,425839
28be9ff8-6e8b-486b-bf5d-0d5f62c0c810,32fffa33-1cd7-46d6-8e2e-e98450886d01,187586
5d4da318-295f-43fd-b303-bbd5fc786145,385ddbb9-9e74-4532-b04a-de4e304cf8a7,108587
58207bba-605a-4b23-98aa-9ac09a28437f,51d7b18f-7c8c-4230-a198-36ad0e73f79d,4089
78fd87d1-526d-4b18-8de8-c4c281977037,6603d019-cf11-4464-af83-d73a6114d7d9,40681
9eddc067-b8c5-418d-8707-e41b27dafb46,cf8d0727-06ae-41b7-a2bf-c14ea6affcfa,56136
87fcf9bd-c496-499a-8ddd-b5f35af99931,b31626b2-19f3-473f-8056-240a12f26768,105638
b5dc2142-0bad-4987-be8e-d11f22d9ea51,a8a3a809-1348-41fe-b334-afa6e29e0493,298821
0e73205f-4f6a-4208-ad93-9e5206df13c7,99d5f7aa-2bc3-4aab-be55-528b049579c6,193886
25b1246f-0e37-44e9-a053-8fa48c7f8e1e,7fba12e8-f336-4a99-a479-dbcb1fc058b8,228664
853a8faf-f277-4783-a080-1a32165bdc6e,78560cc8-0cca-433a-8291-89c80601bf63,533069
095d08c2-5199-4d31-a548-12b5955c61a1,4d871fb3-f0e1-4dc9-8415-2546e8723250,411265
0532f619-2dfb-4ed2-8656-ce67a56128aa,f5a4a30f-bf41-44c8-b3b3-283ffe260a60,201665
87d34d56-3bfc-4b8e-b3cf-5f8fc1df2732,99d5f7aa-2bc3-4aab-be55-528b049579c6,207025
9bb7ec36-dda1-4ff9-a738-6f7f2e9f7630,68dd02c1-3e68-4d4d-8773-fe9569808537,172113
a44a2fb9-565b-468e-a23d-5956fdd2e744,9303996d-4078-4c79-80db-6a3eaa36104a,26566
3fe4fa6b-719c-428e-ab19-ac1e5a83f0f1,7cc6cfa4-c1e9-494a-986b-bbf607bc5550,121232
15ba1443-4cf1-4367-93b6-60fbb95a5b5e,d7ea63f6-7280-453f-83c2-3f8ddc60ef79,499761
15ba1443-4cf1-4367-93b6-60fbb95a5b5e,464300eb-3855-4132-b377-6fe93a794fee,178653
87fcf9bd-c496-499a-8ddd-b5f35af99931,a730d385-0f71-42a3-8b8c-b4195bfa8f1f,88078
47cd9c20-4d9e-4b8a-813b-7cf5ccc918cd,78699c1e-3234-4c39-a2d4-5e6e545dc68e,76933
8a1eb4a2-9b78-44bf-bb1e-2556e0dab34c,558c8707-3d8a-4375-8e7e-998395fb46e5,212235
10949264-8492-44d9-ba5c-65c4b7838df4,3628d3b6-b07f-41cd-8c09-8c99afa414ba,114693
1dc801b8-53d9-46a5-85fd-164140883dd0,2993ded9-071e-45bc-9b13-accdf5d3ebec,301327
78fd87d1-526d-4b18-8de8-c4c281977037,cf8d0727-06ae-41b7-a2bf-c14ea6affcfa,33919
1ab2769c-a290-4b2f-9e27-da26985f69d8,180627e6-0c19-44ba-82b6-4ec97d3ad85d,218830
83ca04ab-5096-4031-b64a-163ca57dfb1b,464300eb-3855-4132-b377-6fe93a794fee,289682
a90a0979-3d6a-4c77-b2ce-81ba1f5311a5,51d7b18f-7c8c-4230-a198-36ad0e73f79d,114480
d59927c9-8f84-405f-b928-2ec21f8c6eb1,d7ea63f6-7280-453f-83c2-3f8ddc60ef79,79678
7cc6cfa4-c1e9-494a-986b-bbf607bc5550,f38f3d11-ca55-4e14-9b7a-3c41774011e1,178548
8536988f-ed41-448c-97ce-9555c75abfaa,cce1aaa6-a333-477e-8c63-815bef486b25,66790
e7338740-b7ee-469c-9c74-bee7dd5f18d2,d59927c9-8f84-405f-b928-2ec21f8c6eb1,189495
12ff259b-fcec-4111-8a3e-92f1b34ef005,7d7d78f3-acce-4f6a-9cea-2a3afcde3e8f,372694
06e59082-1be0-4c86-87a5-ccf1f9fea164,47cd9c20-4d9e-4b8a-813b-7cf5ccc918cd,391974
8536988f-ed41-448c-97ce-9555c75abfaa,22a5a25e-618e-456a-b80a-9cbef2c43460,78773
3628d3b6-b07f-41cd-8c09-8c99afa414ba,5e62c6a4-2bb4-4e1c-8488-e10c7b1c3f63,502149
78fd87d1-526d-4b18-8de8-c4c281977037,0305e738-0366-4b59-9641-5036465d07cd,41435
5065fc4a-0d76-4ae7-84f0-b17d57bc7ce8,1cf3a191-a526-4d97-a3d3-434d14f60ce3,208706
d7ea63f6-7280-453f-83c2-3f8ddc60ef79,853a8faf-f277-4783-a080-1a32165bdc6e,221944
08610465-eb20-4cef-a770-ee3cd8e75508,2993ded9-071e-45bc-9b13-accdf5d3ebec,59648
e413f084-e90e-424a-b205-f3dd75142edc,f38f3d11-ca55-4e14-9b7a-3c41774011e1,26594
dbc42853-f1be-402c-845f-6452bea1fcf0,78699c1e-3234-4c39-a2d4-5e6e545dc68e,454943
d9dbc87f-1fec-4d78-bf2b-ec41887dfd44,1cf3a191-a526-4d97-a3d3-434d14f60ce3,104291
e413f084-e90e-424a-b205-f3dd75142edc,e313b334-d8e0-4f9d-a841-02495ccfd0d4,11994
4b3124e8-5fe8-4c26-8e72-8f6ba2766978,4130354e-87e6-4255-9189-522263c3027f,194970
4130354e-87e6-4255-9189-522263c3027f,310f8c32-4e53-4985-bd1b-6da805a969db,544398
db21b201-6b2e-4e52-ad8d-d44123fc5c63,d3f7b752-a107-4df3-9795-14db35826c73,144709
e7338740-b7ee-469c-9c74-bee7dd5f18d2,8536988f-ed41-448c-97ce-9555c75abfaa,295907
a9b5bf1c-cbe0-4d26-9be9-e219091870fb,839cc007-0190-43a3-a229-b97fe0fdddd1,138081
51d7b18f-7c8c-4230-a198-36ad0e73f79d,45e57df9-772b-40ca-aafc-898162c69844,509399
c9fc8fa1-ca0e-4b1e-904c-80e5d80b2e39,f5a4a30f-bf41-44c8-b3b3-283ffe260a60,155936
1db7abdf-2504-4e24-99b3-3dffe16ee8eb,4d871fb3-f0e1-4dc9-8415-2546e8723250,292831
b154fd49-3672-4066-8fe1-a9993e912518,a90a0979-3d6a-4c77-b2ce-81ba1f5311a5,18807
558c8707-3d8a-4375-8e7e-998395fb46e5,64afb508-3fdb-4f14-a721-040f46ad6d54,88374
