0dc500fb-be4f-4105-87c3-935651449cca,c5e27a53-8027-44f8-af2b-028116ab7cbb,386251
b7ebd07f-dc82-4643-a0ef-f0e3ed27a43b,4c57dcd5-0b69-4fba-a218-be63358a8dfa,237263
aadea176-6e78-49d0-adb8-1249a90ea2ff,5d1dec70-576e-4c53-9195-a9053c7bfb58,326256
8482448d-58ba-4170-b0a9-7610d386f8a0,0ff65cc8-c074-45ff-9e40-daf820b96529,206011
07901f83-6fe2-4afb-8145-baabd84c0f71,8c2dab34-6abc-4a16-82bf-d2f1eabe3c72,138067
6548d053-fa4b-4259-974f-5930e09a53db,23a4b8c1-9755-43ad-9b49-28f9eaff2f44,3144
933c5a45-d8fc-4584-88ac-a95ec6861b29,58536085-db98-42ad-9708-78a3cd50ca2f,87924
0c36a8d9-d37c-45d4-a462-059d3d93cd2e,58536085-db98-42ad-9708-78a3cd50ca2f,187021
efe067ef-60f5-42f1-a4f3-4a9e502417a2,b7e406ed-9a18-4a68-8827-470b9e361f2c,275967
933c5a45-d8fc-4584-88ac-a95ec6861b29,980534c9-a605-42f3-ac92-42d8cf06e938,92766
23a4b8c1-9755-43ad-9b49-28f9eaff2f44,bcf7c96d-b08f-4c91-9ff0-fadef38453cd,244139
dbeea476-8e41-4174-9100-f979def21045,bf4f7639-5c12-4b66-9f47-79320c7de8af,255122
c3b61646-a94a-49bc-a149-6e3404c5d6ea,31b8dc6f-7f60-442f-9b42-0fd9088bd8c0,186173
0383be3a-a8ae-4ac0-8da7-c00854d7228a,4a4c0cda-fc72-4fac-94d3-58b69f3b1a9f,281882
a44156a7-c5f9-4f22-b7d5-c96fff1caa7b,ad0a5f1a-acc2-4f8f-89a2-8c62971803bc,46109
a2626182-3880-4662-8606-abb0c357b6d0,92f932a0-0e9c-4bc0-83c1-be9bc94ed89d,376017
c6546ced-e162-4990-b2e8-a9a763b7af00,3e917f69-7ec1-4157-be53-a8517185e8bd,49807
c6546ced-e162-4990-b2e8-a9a763b7af00,e526c9f2-66b8-4336-8acb-f238896614e5,98642
c5cdf181-1120-4548-bdf2-b620064dc347,fd993101-d15c-422a-b22f-b2431d7b3afd,433680
709b7754-003a-4b82-9243-2972090fdb81,5ce6aa7f-bc48-4afc-a5fe-c31a3a4a4572,20075
f1131a2b-d02d-40d0-89ff-879fd1ad2764,dac6d170-3812-43c3-ad39-5d2aaf6a5b06,78853
dac6d170-3812-43c3-ad39-5d2aaf6a5b06,e526c9f2-66b8-4336-8acb-f238896614e5,58566
b5318de2-bc74-4c7e-9f94-cb75bb7b2fca,5b60b7ac-9858-4e91-bed6-71f40322ccb9,186424
3c41342d-5389-48fa-82e2-60409725f8b0,d1642541-ed4d-452a-b30a-90655c2a9154,360895
